GeneSymbol	P43_HG	P56_bulge	P56_HG	P69_bulge	P69_HG
Kcnn4	NA	NA	NA	NA	NA
Kcnq1	NA	NA	NA	NA	NA
Kcnq2	NA	NA	NA	NA	NA
Kcnq5	NA	NA	NA	NA	NA
Kcns1	NA	NA	NA	NA	NA
Kcns2	NA	NA	NA	NA	NA
Kcnu1	0.100290386512954	0	0.838074700846481	-0.0316652051560986	1.08520143151423
Kctd1	-0.963877453537613	0.00724140324848843	-1.75100065653309	-0.435444873058558	-1.24709212693612
Kctd10	0.370881297473066	0.0479821902091437	0.530121253894379	0.178698727896229	0.191592210783099
Kctd11	0.00750892783649348	-0.266894006114485	-0.0372091327560424	-0.519330413151868	0.546088237415166
Kctd12	0.704734309200341	-0.339945450638321	2.8019325874224	-0.255429898747765	3.79432553538465
Kctd14	-0.293951259633816	0.0530657728150539	0.214141576457515	-0.0492432722875762	0.202702065414315
Kctd17	0.0910246311856362	-0.087466073899142	-0.0652250371646899	-0.295037593774171	0.030170747338536
Kctd2	-0.25262353088071	0.258882779428262	-0.38306411577976	0.033182486208684	-0.173912384582643
Kctd20	0.111087494530119	0.078383355887258	-0.592519675332751	0.115650279073483	0.0721127156684283
Kctd4	-2.55787535986166	0.0453718511794641	-2.31015313938117	0.495256885750017	-2.58075800390633
Kctd5	-0.197704394605329	-0.10175210919809	-0.324361383774553	0.0866020686027369	-0.668536705070528
Kctd9	0.357785637588117	-0.103969769761878	-0.316792663763065	-0.0242277802652886	0.338783123814244
Kdelc1	-0.0388708977540908	-0.058331442495553	-0.277763025309777	-0.151642882994165	0.558359736084321
Kdelr1	0.34498989425988	0.105295925825352	0.524455452745801	0.456918032181571	0.0596837604859903
Kdelr2	0.262929260407864	-0.0405243541872671	0.00944839114295348	-0.0872430582015071	-0.00909972152604466
Kdelr3	NA	NA	NA	NA	NA
Kdm1a	0.432607996267829	-0.239701975259109	-0.886276061671059	0.0931450814729056	0.0998008999672693
Kdm2b	-0.0828131176893407	-0.122117805164775	-0.12228824459222	0.142518864363185	-0.132517865348632
Kdm3a	0.43862534106754	-0.0927671799837988	0.540372504622956	0.453669121811636	0.344754345764194
Kdm3b	-0.0160116723016657	0.0697550123895674	-0.686003097891531	0.356163274786791	0.254607699185174
Kdm4b	NA	NA	0.17852247678771	NA	NA
Kdm4c	0.126976956420554	-0.0412255662102154	-0.149805878730825	0.404028625380157	0.0295496404755484
Kdm5a	-0.079705750066287	0.213313563596758	-0.0353625328852925	-0.0982886320922267	0.74454306137233
Kdm5b	0.273880145826161	-0.0342766220914292	0.334665500133169	-0.186452291261715	0.252890759301342
Kdm5c	-0.285833104625132	0.00163812207925984	0.0320742724652927	-0.0828211542106803	-0.421635647803659
Kdm5d	0.148742167581508	NA	NA	NA	NA
Kdm6a	-0.252124463785733	-0.135546185133562	0.182694564333392	0.415928318641757	0.5374543419292
Kdr	NA	NA	NA	NA	NA
Keap1	0.010397731144788	0.167782362596084	-0.513350635867549	0.040643787610219	-0.609645740201793
Keg1	-0.19701705140667	0.106757360322319	0.0285189733378086	0.119675827951646	0.413649072315811
Kel	NA	NA	NA	NA	NA
Kera	NA	NA	NA	NA	NA
Khdc1a	NA	NA	NA	NA	NA
Khdc1b	NA	NA	NA	NA	NA
Khdrbs1	0.234860050475794	0.079193454227001	0.0712163314596768	0.222522104381691	0.284966116898552
Khdrbs2	-0.412190031586576	-0.020904041518099	-0.204165663497401	-0.020904041518099	-0.020904041518099
Khdrbs3	NA	NA	NA	NA	NA
Khk	-1.01010454373535	0.0672893204318665	-0.0877076002461852	0.349109109078627	-1.15513560117056
Kif11	1.53259480364747	NA	0.495496456151193	NA	1.13600926185723
Kif12	NA	NA	NA	NA	NA
Kif13a	NA	NA	0	0.37739575206596	NA
Kif16b	-0.207179186254502	-0.20882203949731	-0.951851728801215	0.150765650696079	0.287267615435689
Kif17	NA	NA	0.155124042688955	NA	0.565374928044583
Kif18a	1.00814054714735	-0.401536758909291	-0.692268659085357	0.312111387280563	-0.153003668142095
Kif1a	NA	NA	NA	NA	NA
Kif1b	-0.19367408703949	0.0855220996355754	-0.00927154307138789	-0.422210636730686	0.214660073032709
Kif1c	-0.403678435624377	0.155900745241578	-0.936114385098584	-0.236955342628484	-0.302901473160221
Kif20a	3.55803093051641	NA	1.54509655666512	NA	1.8485035898762
Kif21a	0.960659118972615	0.256530782187305	0.599081420089455	0.952228853848837	1.29353146548999
Kif21b	NA	NA	NA	NA	NA
Kif22	3.00935724094	-0.453576001279485	1.54902182995101	-0.428462468642264	2.98590736116461
Kif23	3.40063501100944	NA	1.43017148876452	NA	2.97279907320272
Kif2a	0.446613788397697	-0.0934348028330874	0.877666184342646	-0.280943244069432	0.106834276605884
Kif2c	1.91351096745479	0.0229631249288502	2.10304694819067	-0.0835067553910065	4.54637408011572
Kif3a	-0.519895131435919	0.119669669187277	0.0158910412329414	-0.231797570930042	-0.427808151385852
Kif3b	-0.97821789155083	-0.00715258746241831	-0.621468310461324	-0.0372229042098162	-0.888342872165265
Kif3c	-0.574074870646879	-0.0681226811897488	0.34605102109361	0.0092391741461384	-0.02622133060561
Kif4	1.43101955158145	NA	1.50211390260007	NA	0.762012350903259
Kif5a	NA	NA	NA	NA	NA
